Date,Close
2025-03-03,583.77
2025-03-04,576.86
2025-03-05,583.06
2025-03-06,572.71
2025-03-07,575.92
2025-03-10,560.58
2025-03-11,555.92
2025-03-12,558.87
2025-03-13,551.42
2025-03-14,562.81
2025-03-17,567.15
2025-03-18,561.02
2025-03-19,567.13
2025-03-20,565.49
2025-03-21,563.98
2025-03-24,574.08
2025-03-25,575.46
2025-03-26,568.59
2025-03-27,567.08
2025-03-28,555.66
2025-03-31,559.39
